data,preco_medio_revenda,cambio,close,barril_reais
2008-39,2.503,1.9699200000000001,93.658,184.49876736000002
2008-40,2.503,2.24468,82.76599999999999,185.78318487999996
2008-41,2.509,2.13472,73.66799999999999,157.26055295999998
2008-42,2.512,2.25968,68.38,154.51691839999998
2008-43,2.515,2.15616,63.239999999999995,136.35555839999998
2008-44,2.515,2.14842,60.772000000000006,130.56378024000003
2008-45,2.513,2.24102,54.667500000000004,122.51096085
2008-46,2.511,2.3580200000000002,55.14200000000001,130.02593884000004
2008-47,2.513,2.3145,55.254999999999995,127.88769749999997
2008-48,2.511,2.4220800000000002,47.987999999999985,116.23077503999997
2008-49,2.5180000000000002,2.42956,46.806,113.71798535999999
2008-50,2.519,2.3688,46.738,110.7129744
2008-51,2.523,2.3693333333333335,41.730000000000004,98.87228000000002
2008-52,2.521,2.3655,44.98,106.40019
2009-01,2.521,2.2470600000000003,49.826,111.96201156000002
2009-02,2.516,2.32808,46.970000000000006,109.34991760000001
2009-03,2.512,2.3445000000000005,45.625,106.96781250000002
2009-04,2.516,2.30246,45.374,104.47182004
2009-05,2.517,2.30592,44.952,103.65571584
2009-06,2.52,2.2678599999999998,44.922,101.87680691999998
2009-07,2.517,2.32742,41.120000000000005,95.70351040000001
2009-08,2.517,2.3692333333333333,44.128,104.54952853333333
2009-09,2.516,2.3961200000000002,44.126000000000005,105.73119112000002
2009-10,2.5140000000000002,2.33584,43.678000000000004,102.02481952000002
2009-11,2.5140000000000002,2.265,48.876000000000005,110.70414000000002
2009-12,2.51,2.2517400000000003,52.8,118.891872
2009-13,2.513,2.2747,50.232,114.26273040000001
2009-14,2.506,2.206225,52.267500000000005,115.3138651875
2009-15,2.502,2.18364,52.61,114.8813004
2009-16,2.497,2.21215,50.254,111.16938609999998
2009-17,2.496,2.194775,50.948,111.8193967
2009-18,2.491,2.13304,55.852,119.13455007999998
2009-19,2.487,2.07742,56.788,117.97252696
2009-20,2.484,2.03948,59.738000000000014,121.83445624000004
2009-21,2.487,2.00848,63.290000000000006,127.11669920000001
2009-22,2.487,1.9480199999999996,67.68666666666667,131.8549804
2009-23,2.491,1.9458,70.202,136.5990516
2009-24,2.488,1.9592800000000001,70.335,137.80595879999998
2009-25,2.487,1.9747,68.96000000000001,136.17531200000002
2009-26,2.49,1.94496,68.84750000000001,133.90563360000002
2009-27,2.491,1.98724,61.682,122.57693768
2009-28,2.494,1.9521799999999998,62.814,122.62423451999999
2009-29,2.495,1.8996400000000002,68.018,129.20971352
2009-30,2.4930000000000003,1.8826999999999998,69.80600000000001,131.4237562
2009-31,2.496,1.8272400000000002,74.352,135.85894848
2009-32,2.499,1.8385000000000002,72.75399999999999,133.758229
2009-35,2.469,1.87788,67.796,127.31275248000001
2009-36,2.474,1.82355,69.2,126.18966
2009-37,2.487,1.80742,70.36800000000001,127.18453056000001
2009-38,2.488,1.8008600000000001,67.42800000000001,121.42838808000003
2009-39,2.4859999999999998,1.7843399999999998,67.47200000000001,120.39298848
2009-40,2.519,1.75124,68.714,120.33470535999999
2009-41,2.523,1.713425,74.016,126.82086480000001
2009-42,2.529,1.7279399999999998,78.626,135.86101044
2009-43,2.536,1.73564,76.85600000000001,133.39434784000002
2009-44,2.54,1.73115,77.482,134.1329643
2009-45,2.55,1.71464,77.10999999999999,132.21589039999998
2009-46,2.553,1.717675,78.40799999999999,134.67946139999998
2009-47,2.552,1.7322200000000003,77.38499999999999,134.0478447
2009-48,2.557,1.7237200000000001,78.316,134.99485552000002
2009-49,2.555,1.75006,73.55,128.716913
2009-50,2.553,1.7624,73.23400000000001,129.06760160000002
2009-51,2.555,1.77175,74.5525,132.08839187499999
2009-52,2.5610000000000004,1.7402333333333333,77.73,135.268337
2010-01,2.574,1.7313399999999999,81.096,140.40474864
2010-02,2.5839999999999996,1.75046,78.852,138.02727192
2010-03,2.593,1.7874400000000001,75.34,134.66572960000002
2010-04,2.592,1.8468399999999998,72.562,134.01040407999997
2010-05,2.6,1.8580199999999998,73.362,136.30806323999997
2010-06,2.622,1.8581799999999997,72.36,134.45790479999997
2010-07,2.6180000000000003,1.8223666666666667,76.98,140.285786
2010-08,2.603,1.81738,77.566,140.96689708
2010-09,2.596,1.7873800000000002,78.55,140.39869900000002
2010-10,2.585,1.7746199999999999,80.10600000000002,142.15770972000004
2010-11,2.576,1.77424,80.48599999999999,142.80148064
2010-12,2.571,1.79892,80.102,144.09708984000002
2010-13,2.56,1.787375,82.3475,147.18586281249998
2010-14,2.553,1.76672,85.49199999999999,151.04042624
2010-15,2.55,1.75278,85.8,150.388524
2010-16,2.56,1.7575749999999999,85.58,150.4132685
2010-17,2.556,1.7436599999999998,86.714,151.19973323999997
2010-18,2.553,1.7878,82.99600000000001,148.38024880000003
2010-19,2.557,1.78126,79.78800000000001,142.12317288000003
2010-20,2.549,1.83358,73.364,134.51876312000002
2010-21,2.542,1.84622,72.24600000000001,133.38201012000002
2010-22,2.541,1.828825,73.61,134.61980825
2010-23,2.5340000000000003,1.8397000000000001,73.672,135.5343784
2010-24,2.532,1.7886400000000002,77.46799999999999,138.56236352
2010-25,2.533,1.7779800000000001,77.608,137.98547184
2010-26,2.529,1.7933599999999998,74.416,133.45467775999998
2010-27,2.53,1.76646,73.7875,130.34266724999998
2010-28,2.529,1.76536,75.83399999999999,133.87431023999997
2010-29,2.535,1.7725199999999997,76.47,135.54460439999997
2010-30,2.54,1.7630399999999997,77.002,135.75760607999996
2010-31,2.542,1.7541399999999996,81.502,142.96591827999995
2010-32,2.539,1.7636600000000002,77.84400000000001,137.29034904000002
2010-33,2.542,1.7564199999999999,75.70599999999999,132.97153251999998
2010-34,2.545,1.7616399999999999,74.194,130.70311816
2010-35,2.545,1.7440000000000002,76.23800000000001,132.95907200000005
2010-36,2.548,1.72205,77.8175,134.005625875
2010-37,2.545,1.7144199999999998,78.884,135.24030728
2010-38,2.544,1.71858,79.052,135.85718616
2010-39,2.541,1.6992,80.958,137.5638336
2010-40,2.5469999999999997,1.6797799999999998,84.414,141.79694891999998
2010-41,2.575,1.6592500000000001,83.898,139.20775650000002
2010-42,2.58,1.6828600000000002,82.70599999999999,139.18261916
2010-43,2.5860000000000003,1.7046800000000002,83.384,142.14303712000003
2010-44,2.5860000000000003,1.689225,86.45800000000001,146.04701505000003
2010-45,2.585,1.7069199999999998,88.11999999999999,150.41379039999995
2010-47,2.592,1.7256400000000003,76.76,132.46012640000004
2010-48,2.593,1.7118250000000002,76.76,131.39968700000003
2010-49,2.597,1.69136,91.02399999999999,153.95435263999997
2010-50,2.6010000000000004,1.7009999999999998,91.578,155.77417799999998
2010-51,2.6010000000000004,1.69698,93.45500000000001,158.59126590000002
2010-52,2.609,1.6771999999999998,94.042,157.7272424
2011-01,2.61,1.66914,94.34400000000001,157.47334416
2011-02,2.61,1.6838000000000002,97.574,164.2951012
2011-03,2.615,1.6735,97.53500000000001,163.22482250000002
2011-04,2.613,1.6725999999999999,97.316,162.77074159999998
2011-05,2.617,1.66862,101.336,169.09127632
2011-06,2.62,1.66898,100.658,167.99618884
2011-07,2.62,1.6681599999999999,102.35,170.73617599999997
2011-08,2.628,1.6663000000000001,110.1325,183.51378475
2011-09,2.635,1.6563200000000002,114.86600000000001,190.25485312000006
2011-10,2.6510000000000002,1.6598666666666666,114.662,190.32363173333334
2011-11,2.6660000000000004,1.6686799999999997,112.338,187.45617383999996
2011-12,2.685,1.66052,115.50399999999999,191.79670208
2011-13,2.713,1.6392200000000003,116.22999999999999,190.52654060000003
2011-14,2.78,1.59886,122.98000000000002,196.6278028
2011-15,2.806,1.5823399999999999,122.718,194.18160011999998
2011-16,2.8289999999999997,1.5800666666666665,122.695,193.86627966666663
2011-17,2.8789999999999996,1.5725,124.76799999999999,196.19768
2011-18,2.9010000000000002,1.5991399999999998,117.73800000000001,188.27954531999998
2011-19,2.883,1.61882,114.47200000000001,185.30956304
2011-20,2.8360000000000003,1.62134,111.388,180.59781992
2011-21,2.7939999999999996,1.6217200000000003,113.52799999999999,184.11062816
2011-22,2.766,1.5828799999999998,115.66,183.07590079999997
2011-23,2.745,1.58338,117.492,186.03448296000002
2011-24,2.737,1.59432,115.9,184.781688
2011-25,2.73,1.5928,109.846,174.9627088
2011-26,2.737,1.5740399999999997,110.28399999999999,173.59142735999995
2011-27,2.734,1.56108,116.03750000000001,181.1438205
2011-28,2.734,1.57526,117.87,185.6758962
2011-29,2.733,1.56488,117.48800000000001,183.85462144000002
2011-30,2.739,1.55214,117.55,182.454057
2011-31,2.7319999999999998,1.5693000000000001,112.624,176.7408432
2011-32,2.733,1.6187799999999999,105.80799999999999,171.27987423999997
2011-33,2.733,1.59372,109.03600000000002,173.77285392000002
2011-34,2.737,1.6062400000000001,109.96,176.6221504
2011-35,2.745,1.6018599999999998,113.474,181.76946163999997
2011-36,2.745,1.6603249999999998,114.0025,189.28120081249997
2011-37,2.747,1.71004,112.21199999999999,191.88700848
2011-38,2.7439999999999998,1.8324799999999999,107.9,197.724592
2011-39,2.733,1.8275799999999998,104.31999999999998,190.65314559999993
2011-40,2.755,1.83738,103.168,189.55881984
2011-41,2.7510000000000003,1.750525,110.876,194.09120990000002
2011-42,2.7489999999999997,1.7682000000000002,109.804,194.15543280000003
2011-43,2.745,1.74392,110.654,192.97172368
2011-44,2.7439999999999998,1.726175,110.248,190.3073414
2011-45,2.745,1.7517,113.94800000000001,199.60271160000002
2011-46,2.741,1.7722499999999999,110.346,195.5606985
2011-47,2.75,1.8426200000000001,107.33250000000001,197.77301115000003
2011-48,2.7510000000000003,1.8185600000000002,109.854,199.77609024000003
2011-49,2.7489999999999997,1.7952,109.376,196.3517952
2011-50,2.752,1.8479000000000003,105.74600000000001,195.40803340000005
2011-51,2.7460000000000004,1.85568,106.78600000000002,198.16064448000003
2011-52,2.7539999999999996,1.8628500000000001,108.05499999999999,201.29025675
2012-01,2.75,1.8439599999999998,112.9075,208.19691369999998
2012-02,2.7489999999999997,1.8045000000000002,111.91600000000001,201.95242200000004
2012-03,2.742,1.7734999999999999,110.9,196.68115
2012-04,2.735,1.75196,110.53400000000002,193.65114664000004
2012-05,2.736,1.73586,111.98800000000001,194.39548968000003
2012-06,2.736,1.7231999999999998,117.05199999999999,201.70400639999997
2012-07,2.7310000000000003,1.7186,118.94200000000001,204.4137212
2012-08,2.735,1.7064333333333332,123.4125,210.59520374999997
2012-09,2.733,1.7114,123.646,211.6077644
2012-10,2.741,1.7599,124.26400000000001,218.69221360000003
2012-11,2.7430000000000003,1.80798,124.98800000000001,225.97580424
2012-12,2.739,1.8206000000000002,124.46,226.591876
2012-13,2.741,1.8205000000000002,124.124,225.96774200000002
2012-14,2.741,1.829075,124.015,226.832736125
2012-15,2.742,1.8296800000000002,121.13,221.62913840000002
2012-16,2.7439999999999998,1.8628600000000002,118.43800000000002,220.63341268000005
2012-17,2.741,1.8828599999999998,119.148,224.33900327999996
2012-18,2.738,1.9132500000000001,117.31800000000001,224.45866350000003
2012-19,2.735,1.9455200000000001,112.816,219.48578432000002
2012-20,2.741,1.99648,109.47999999999999,218.5746304
2012-21,2.733,2.04136,107.23200000000001,218.89911552000004
2012-22,2.735,2.00686,102.6125,205.92892175
2012-23,2.7319999999999998,2.02965,99.546,202.04353890000004
2012-24,2.734,2.05238,97.38199999999999,199.86486915999996
2012-25,2.73,2.04508,92.942,190.07382536
2012-26,2.727,2.06622,93.338,192.85684235999997
2012-27,2.7260000000000004,2.0107600000000003,99.22749999999999,199.52268790000002
2012-28,2.7289999999999996,2.0346200000000003,100.20200000000001,203.87299324000006
2012-29,2.7319999999999998,2.0284799999999996,105.43199999999999,213.86670335999995
2012-30,2.728,2.03264,104.55800000000002,212.52877312
2012-31,2.7230000000000003,2.0401000000000002,106.38400000000001,217.03399840000006
2012-32,2.7260000000000004,2.0232400000000004,111.97200000000001,226.54622928000006
2012-33,2.728,2.02248,114.184,230.93485631999997
2012-34,2.7239999999999998,2.0212000000000003,114.37,231.16464400000004
2012-35,2.7230000000000003,2.0418,112.92,230.56005599999997
2012-36,2.7239999999999998,2.03675,113.75250000000001,231.68540437500002
2012-37,2.72,2.02014,115.946,234.22715244
2012-38,2.7260000000000004,2.02592,111.09199999999998,225.06350464
2012-39,2.725,2.0290399999999997,110.94000000000001,225.1016976
2012-40,2.72,2.0246399999999998,111.306,225.35457983999996
2012-41,2.73,2.0343500000000003,114.196,232.31463260000004
2012-42,2.734,2.0321599999999997,112.83599999999998,229.30080575999995
2012-43,2.7319999999999998,2.02622,108.62199999999999,220.09206883999997
2012-44,2.738,2.0305750000000002,107.51666666666667,218.32065541666668
2012-45,2.7460000000000004,2.0372600000000003,108.454,220.94899604000003
2012-46,2.745,2.060225,108.78,224.1112755
2012-47,2.7460000000000004,2.08744,110.9425,231.5858122
2012-48,2.748,2.0897799999999997,110.458,230.83291923999997
2012-49,2.75,2.09712,108.724,228.00727487999998
2012-50,2.7510000000000003,2.0783,108.186,224.8429638
2012-51,2.7560000000000002,2.08024,109.202,227.16636848
2012-52,2.7560000000000002,2.0559000000000003,110.3225,226.81202775000006
2013-00,2.758,2.042866666666667,111.97333333333331,228.7465902222222
2013-01,2.764,2.03368,111.526,226.80819567999998
2013-02,2.758,2.03878,110.83600000000001,225.97022008000002
2013-03,2.763,2.0376800000000004,112.94500000000001,230.14576760000006
2013-04,2.772,1.9949999999999999,115.01000000000002,229.44495000000003
2013-05,2.8810000000000002,1.98108,116.998,231.78239784000002
2013-06,2.89,1.9639666666666666,118.35,232.435455
2013-07,2.889,1.96478,115.1875,226.31809625
2013-08,2.889,1.9775000000000003,112.16,221.79640000000003
2013-09,2.889,1.96672,110.952,218.21151744
2013-10,2.89,1.9630599999999998,109.526,215.00610955999997
2013-11,2.886,1.99192,108.162,215.45005104
2013-12,2.878,2.0131500000000004,109.31,220.05742650000005
2013-13,2.88,2.0162,107.86800000000001,217.48346160000003
2013-14,2.875,1.98084,104.81200000000001,207.61580208
2013-15,2.8760000000000003,1.9968800000000002,99.402,198.49386576000003
2013-16,2.875,2.0131800000000006,101.8,204.94172400000005
2013-17,2.8710000000000004,2.004525,102.63400000000001,205.73241885000004
2013-18,2.8680000000000003,2.01072,104.516,210.15241152000002
2013-19,2.865,2.0205,103.46799999999999,209.057094
2013-20,2.8560000000000003,2.0425,103.27799999999998,210.94531499999997
2013-21,2.853,2.083325,102.31,213.14498075
2013-22,2.852,2.1293,103.30199999999999,219.9609486
2013-23,2.852,2.14466,104.11600000000001,223.29342056000004
2013-24,2.844,2.20258,104.13399999999999,229.36346572
2013-25,2.844,2.21296,101.81199999999998,225.30588351999995
2013-26,2.842,2.2511,105.12,236.63563200000002
2013-27,2.838,2.2642599999999997,108.05799999999999,244.67140707999997
2013-28,2.839,2.2381,108.32000000000001,242.43099200000003
2013-29,2.84,2.23914,107.71600000000001,241.19120424000002
2013-30,2.835,2.28128,108.11000000000001,246.62918080000006
2013-31,2.83,2.29188,107.84400000000001,247.16550672
2013-32,2.8339999999999996,2.31688,109.798,254.38879024
2013-33,2.841,2.4077400000000004,110.16,265.23663840000006
2013-34,2.835,2.36982,114.174,270.57182868
2013-35,2.832,2.34682,115.49249999999999,271.04010885
2013-36,2.833,2.2823599999999997,112.16,255.98949759999996
2013-37,2.835,2.2362600000000006,109.36800000000001,244.5752836800001
2013-38,2.835,2.22226,108.59199999999998,241.31965791999997
2013-39,2.8360000000000003,2.21204,108.792,240.65225568
2013-40,2.832,2.1959600000000004,110.396,242.42520016000003
2013-41,2.83,2.16922,110.02000000000001,238.65758440000005
2013-42,2.8339999999999996,2.18292,108.266,236.33601672000003
2013-43,2.838,2.20004,108.646,239.02554584
2013-44,2.838,2.27846,105.076,239.41146295999997
2013-45,2.839,2.325075,107.274,249.42009555
2013-46,2.84,2.28316,108.91600000000001,248.67265456000004
2013-47,2.8489999999999998,2.30792,110.72,255.5329024
2013-48,2.9330000000000003,2.3599,111.70800000000001,263.61970920000005
2013-49,2.947,2.32502,109.09200000000001,253.64108184000003
2013-50,2.947,2.3413,109.90799999999999,257.32760039999994
2013-51,2.951,2.3569000000000004,111.90500000000002,263.74889450000006
2014-00,2.9539999999999997,2.3851500000000003,107.78,257.07146700000004
2014-01,2.957,2.3790199999999997,106.974,254.49328547999997
2014-02,2.9539999999999997,2.3566599999999998,106.328,250.57894448
2014-03,2.96,2.36808,107.615,254.84092919999998
2014-04,2.9560000000000004,2.42124,107.25999999999999,259.7022024
2014-05,2.955,2.40404,106.96599999999998,257.15054263999997
2014-06,2.9530000000000003,2.4046200000000004,108.78200000000001,261.5793728400001
2014-07,2.955,2.3846600000000002,110.27,262.95645820000004
2014-08,2.958,2.33904,109.53999999999999,256.21844159999995
2014-09,2.972,2.3232666666666666,109.072,253.40334186666666
2014-10,2.978,2.35226,108.05,254.16169299999996
2014-11,2.983,2.3403,106.45,249.12493500000002
2014-12,2.987,2.2978799999999997,107.346,246.66822648
2014-13,2.99,2.26324,106.20800000000001,240.37419392000004
2014-14,2.989,2.20676,107.252,236.67942352
2014-15,2.985,2.2288249999999996,109.39,243.81116674999996
2014-16,2.989,2.235125,109.648,245.076986
2014-17,2.988,2.22815,108.304,241.3175576
2014-18,2.984,2.22318,107.768,239.58766224000001
2014-19,2.983,2.2127999999999997,109.33599999999998,241.93870079999994
2014-20,2.9760000000000004,2.21332,110.102,243.69095864
2014-21,2.972,2.23158,109.8025,245.03306295000002
2014-22,2.972,2.2641200000000006,108.69000000000001,246.08720280000009
2014-23,2.967,2.2312000000000003,110.98799999999999,247.6364256
2014-24,2.963,2.242225,114.104,255.8468414
2014-25,2.963,2.2099599999999997,113.81799999999998,251.53322727999992
2014-26,2.9560000000000004,2.2122400000000004,111.72250000000001,247.15698340000006
2014-27,2.957,2.2184,108.55799999999999,240.82506719999998
2014-28,2.9560000000000004,2.2259800000000003,107.232,238.69628736000004
2014-29,2.958,2.22072,107.7,239.171544
2014-30,2.955,2.2455399999999996,106.53200000000001,239.22186728
2014-31,2.9589999999999996,2.2776199999999998,105.01399999999998,239.18198667999994
2014-32,2.958,2.27208,103.50399999999999,235.16936831999996
2014-33,2.958,2.2612400000000004,102.072,230.80928928000003
2014-34,2.9619999999999997,2.2602400000000005,102.704,232.13568896000004
2014-35,2.965,2.23892,101.44,227.11604479999997
2014-36,2.963,2.28742,98.518,225.35204356
2014-37,2.966,2.3485799999999997,98.398,231.09557483999995
2014-38,2.963,2.4066,96.954,233.32949639999998
2014-39,2.957,2.46684,94.352,232.75128768
2014-40,2.958,2.40386,91.308,219.49164888
2014-41,2.9610000000000003,2.4289,86.006,208.8999734
2014-42,2.96,2.47822,85.85799999999999,212.77501275999995
2014-43,2.9610000000000003,2.4617400000000003,86.216,212.24137584000002
2014-44,2.966,2.52436,83.35999999999999,210.43064959999998
2014-45,3.012,2.56828,80.34400000000001,206.34588832000003
2014-46,3.028,2.57514,79.114,203.72962596000002
2014-47,3.03,2.52514,76.4775,193.11639435
2014-48,3.032,2.5709999999999997,70.34200000000001,180.84928200000002
2014-49,3.032,2.6133800000000003,64.56,168.71981280000003
2014-50,3.03,2.68994,60.61,163.0372634
2014-51,3.034,2.6729249999999998,60.3725,161.37116456249998
2014-52,3.029,2.662966666666667,57.703333333333326,153.66205322222223
2015-01,3.0269999999999997,2.68816,51.286,137.86497376
2015-02,3.029,2.6313400000000002,48.230000000000004,126.90952820000003
2015-03,3.033,2.60074,48.5825,126.35045105
2015-04,3.0380000000000003,2.6025,49.67,129.266175
2015-05,3.26,2.72196,56.238,153.07758648
2015-06,3.306,2.8302,57.6,163.01952
2015-07,3.3139999999999996,2.855233333333333,60.8725,173.8051910833333
2015-08,3.324,2.8717200000000003,60.364,173.34850608000002
2015-09,3.325,2.95554,60.263999999999996,178.11266256
2015-10,3.326,3.1376800000000005,56.90999999999999,178.5653688
2015-11,3.322,3.24984,54.622,177.51276048
2015-12,3.322,3.17456,56.622,179.74993632
2015-13,3.32,3.1925999999999997,55.862500000000004,178.3466175
2015-14,3.3110000000000004,3.0844200000000006,57.44199999999999,177.17525364000002
2015-15,3.3089999999999997,3.0667,61.422000000000004,188.36284740000002
2015-16,3.306,3.011575,63.678,191.77107285
2015-17,3.2969999999999997,2.936625,65.71000000000001,192.96562875
2015-18,3.2910000000000004,3.0431,66.53399999999999,202.46961539999998
2015-19,3.299,3.0112,66.396,199.93163520000002
2015-20,3.303,3.03386,65.446,198.55400156
2015-21,3.303,3.1561399999999997,63.48,200.35176719999998
2015-22,3.3,3.151875,63.902,201.41111625
2015-23,3.3,3.1123,64.45,200.587735
2015-24,3.307,3.08674,63.760000000000005,196.8105424
2015-25,3.301,3.09814,63.548,196.88060072
2015-26,3.2960000000000003,3.1203600000000002,62.42,194.77287120000003
2015-27,3.2969999999999997,3.1909199999999993,57.556,183.65659151999995
2015-28,3.2960000000000003,3.15066,57.5,181.16295
2015-29,3.29,3.2426000000000004,55.94199999999999,181.3975292
2015-30,3.302,3.3670400000000003,53.13399999999999,178.90430336
2015-31,3.2960000000000003,3.48896,49.446000000000005,172.51511616000002
2015-32,3.295,3.4893,49.532,172.8320076
2015-34,3.2710000000000004,3.5696,45.33,161.809968
2015-35,3.273,3.7244,50.9,189.57196
2015-36,3.2689999999999997,3.8317,48.532500000000006,185.96198025000004
2015-37,3.263,3.87062,48.084,186.11489208000003
2015-38,3.2739999999999996,4.053640000000001,48.504000000000005,196.61775456000004
2015-39,3.287,4.01542,47.952,192.54741983999998
2015-40,3.455,3.8328,51.64,197.925792
2015-41,3.4789999999999996,3.8378249999999996,49.688,190.6938486
2015-42,3.485,3.9075,48.248000000000005,188.52906000000002
2015-43,3.4930000000000003,3.88754,48.352,187.97033408
2015-44,3.517,3.7935,48.662,184.59929699999998
2015-45,3.575,3.78446,45.794,173.30556124
2015-46,3.585,3.7745000000000006,44.222,166.91593900000004
2015-47,3.605,3.73946,45.495000000000005,170.12673270000002
2015-48,3.625,3.8262,43.676,167.11311120000002
2015-49,3.625,3.78356,39.751999999999995,150.40407711999998
2015-50,3.628,3.90088,37.596000000000004,146.65748448000002
2015-51,3.636,3.96815,36.9275,146.53385912500002
2015-52,3.635,3.89375,37.0375,144.214765625
2016-01,3.654,4.029960000000001,35.034,141.18561864000003
2016-02,3.677,4.0182,30.538,122.70779160000001
2016-03,3.682,4.0857600000000005,29.517500000000002,120.60142080000003
2016-04,3.694,4.07294,32.806,133.61686963999998
2016-05,3.702,3.94118,34.104,134.41000272
2016-06,3.708,3.9642,31.492,124.8405864
2016-07,3.7089999999999996,4.01936,33.4925,134.61841479999998
2016-08,3.719,3.9629800000000004,34.552,136.92888496
2016-09,3.721,3.8897399999999998,37.1,144.30935399999998
2016-10,3.73,3.7100999999999997,40.4,149.88804
2016-11,3.734,3.67988,40.510000000000005,149.0719388
2016-12,3.728,3.6439250000000003,41.059999999999995,149.6195605
2016-13,3.734,3.61136,39.534,142.77150623999998
2016-14,3.727,3.6495400000000005,39.354,143.62399716000002
2016-15,3.72,3.5298199999999995,43.727999999999994,154.35196895999997
2016-16,3.716,3.56875,44.476,158.723725
2016-17,3.7039999999999997,3.5107400000000006,46.734,164.07092316000004
2016-18,3.6910000000000003,3.5313199999999996,45.160000000000004,159.4744112
2016-19,3.679,3.4938199999999995,46.532,162.57443223999996
2016-20,3.67,3.53664,48.942,173.09023488
2016-21,3.6660000000000004,3.577475,49.122,175.73272695
2016-22,3.656,3.58828,49.822500000000005,178.77708030000002
2016-23,3.659,3.43578,51.398,176.59222044
2016-24,3.6460000000000004,3.46772,49.10199999999999,170.27198743999995
2016-25,3.641,3.3777999999999997,50.094,169.2075132
2016-26,3.638,3.2800400000000005,49.282,161.64693128000002
2016-27,3.635,3.2990399999999993,47.48,156.63841919999996
2016-28,3.636,3.27228,47.332,154.88355696
2016-29,3.639,3.26712,46.08800000000001,150.57502656000003
2016-30,3.64,3.266033333333333,43.128,140.8574856
2016-31,3.653,3.2379399999999996,43.769999999999996,141.72463379999996
2016-32,3.656,3.15024,46.07799999999999,145.15675871999997
2016-33,3.653,3.20242,50.001999999999995,160.12740484
2016-34,3.6439999999999997,3.2206,49.57200000000001,159.65158320000003
2016-35,3.6489999999999996,3.24828,46.96,152.5392288
2016-36,3.656,3.243025,48.489999999999995,157.25428225
2016-37,3.65,3.3077599999999996,46.726,154.55839375999997
2016-38,3.638,3.2362200000000003,46.44,150.2900568
2016-39,3.65,3.23802,48.288,156.35750976
2016-40,3.653,3.22628,51.612,166.51476336000002
2016-41,3.654,3.2047,52.26800000000001,167.5032596
2016-42,3.6710000000000003,3.1761,51.806,164.54103659999998
2016-43,3.6689999999999996,3.13874,50.482,158.44987268
2016-44,3.676,3.2149750000000004,47.04600000000001,151.25171385000004
2016-45,3.681,3.2751400000000004,45.827999999999996,150.09311592
2016-46,3.675,3.4143499999999998,46.272000000000006,157.9888032
2016-47,3.665,3.3831200000000003,48.5525,164.25893380000002
2016-48,3.655,3.4201,50.698,173.3922298
2016-49,3.6910000000000003,3.41366,54.01800000000001,184.39908588000003
