razao,endereco,bairro,bandeira,venda,compra,modalidade,fornecedor,data,combustivel,cidade,ix_semana
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,3.696,-,-,-,04/03/2020,diesel,Belo Horizonte,1081
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;",Padre Eustaquio,BRANCA,3.699,3174,FOB,ROYAL FIC,05/03/2020,diesel,Belo Horizonte,1081
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.699,3400,CIF,-,04/03/2020,diesel,Belo Horizonte,1081
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,RAIZEN,3.7489999999999997,-,-,-,04/03/2020,diesel,Belo Horizonte,1081
POSTO VILA NOSSA SENHORA DE FATIMA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 2.401",Carlos Prates,IPIRANGA,3.7489999999999997,-,-,-,05/03/2020,diesel,Belo Horizonte,1081
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,IPIRANGA,3.795,-,-,-,04/03/2020,diesel,Belo Horizonte,1081
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,04/03/2020,diesel,Belo Horizonte,1081
JR COMERCIO E PRESTACAO DE SERVICOS LTDA,"RUA IZABEL BUENO, 20",Universitario,IPIRANGA,3.997,3331,CIF,-,05/03/2020,diesel,Belo Horizonte,1081
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,30/12/2019,gasolina,Sabará,1072
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,30/12/2019,gasolina,Sabará,1072
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4298,CIF,TORRAO,30/12/2019,gasolina,Sabará,1072
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,30/12/2019,gasolina,Sabará,1072
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,30/12/2019,gasolina,Sabará,1072
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,-,-,-,30/12/2019,gasolina,Sabará,1072
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,06/01/2020,gasolina,Sabará,1073
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4298,CIF,TORRAO,06/01/2020,gasolina,Sabará,1073
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,06/01/2020,gasolina,Sabará,1073
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,06/01/2020,gasolina,Sabará,1073
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,06/01/2020,gasolina,Sabará,1073
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,-,-,-,06/01/2020,gasolina,Sabará,1073
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,13/01/2020,gasolina,Sabará,1074
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,13/01/2020,gasolina,Sabará,1074
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,13/01/2020,gasolina,Sabará,1074
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.7989999999999995,4288,CIF,TORRAO,14/01/2020,gasolina,Sabará,1074
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,14/01/2020,gasolina,Sabará,1074
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4523,CIF,-,14/01/2020,gasolina,Sabará,1074
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,20/01/2020,gasolina,Sabará,1075
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,20/01/2020,gasolina,Sabará,1075
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,20/01/2020,gasolina,Sabará,1075
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.7989999999999995,4288,CIF,TORRAO,21/01/2020,gasolina,Sabará,1075
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,21/01/2020,gasolina,Sabará,1075
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4523,CIF,-,21/01/2020,gasolina,Sabará,1075
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.655,-,-,-,30/01/2020,gasolina,Sabará,1076
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.697,-,-,-,30/01/2020,gasolina,Sabará,1076
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,30/01/2020,gasolina,Sabará,1076
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.7989999999999995,4288,CIF,TORRAO,30/01/2020,gasolina,Sabará,1076
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,30/01/2020,gasolina,Sabará,1076
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4479,CIF,-,30/01/2020,gasolina,Sabará,1076
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.655,-,-,-,06/02/2020,gasolina,Sabará,1077
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.697,-,-,-,06/02/2020,gasolina,Sabará,1077
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.7989999999999995,4288,CIF,TORRAO,06/02/2020,gasolina,Sabará,1077
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,06/02/2020,gasolina,Sabará,1077
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,06/02/2020,gasolina,Sabará,1077
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4479,CIF,-,06/02/2020,gasolina,Sabará,1077
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.655,-,-,-,13/02/2020,gasolina,Sabará,1078
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.697,-,-,-,13/02/2020,gasolina,Sabará,1078
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4207,CIF,TORRAO,13/02/2020,gasolina,Sabará,1078
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,-,-,-,13/02/2020,gasolina,Sabará,1078
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,13/02/2020,gasolina,Sabará,1078
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4403,CIF,-,13/02/2020,gasolina,Sabará,1078
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.655,-,-,-,20/02/2020,gasolina,Sabará,1079
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.697,-,-,-,20/02/2020,gasolina,Sabará,1079
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4207,CIF,TORRAO,20/02/2020,gasolina,Sabará,1079
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,20/02/2020,gasolina,Sabará,1079
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,-,-,-,20/02/2020,gasolina,Sabará,1079
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4403,CIF,-,20/02/2020,gasolina,Sabará,1079
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,24/02/2020,gasolina,Sabará,1080
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.655,-,-,-,24/02/2020,gasolina,Sabará,1080
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4207,CIF,TORRAO,24/02/2020,gasolina,Sabará,1080
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,-,-,-,24/02/2020,gasolina,Sabará,1080
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,24/02/2020,gasolina,Sabará,1080
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4465,CIF,-,24/02/2020,gasolina,Sabará,1080
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,02/03/2020,gasolina,Sabará,1081
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.655,-,-,-,02/03/2020,gasolina,Sabará,1081
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4207,CIF,TORRAO,02/03/2020,gasolina,Sabará,1081
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,-,-,-,02/03/2020,gasolina,Sabará,1081
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.7989999999999995,-,-,-,02/03/2020,gasolina,Sabará,1081
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4465,CIF,-,02/03/2020,gasolina,Sabará,1081
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.759,-,-,-,30/12/2019,diesel,Sabará,1072
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.819,3475,CIF,TORRAO,30/12/2019,diesel,Sabará,1072
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,-,-,-,30/12/2019,diesel,Sabará,1072
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.759,-,-,-,06/01/2020,diesel,Sabará,1073
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.819,3475,CIF,TORRAO,06/01/2020,diesel,Sabará,1073
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,-,-,-,06/01/2020,diesel,Sabará,1073
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.759,-,-,-,13/01/2020,diesel,Sabará,1074
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.839,3434,FOB,TORRAO,14/01/2020,diesel,Sabará,1074
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3632,CIF,-,14/01/2020,diesel,Sabará,1074
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.7560000000000002,-,-,-,20/01/2020,diesel,Sabará,1075
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.839,3434,FOB,TORRAO,21/01/2020,diesel,Sabará,1075
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3632,CIF,-,21/01/2020,diesel,Sabará,1075
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.699,-,-,-,30/01/2020,diesel,Sabará,1076
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.799,3352,CIF,TORRAO,30/01/2020,diesel,Sabará,1076
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,3.969,-,-,-,30/01/2020,diesel,Sabará,1076
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3591,CIF,-,30/01/2020,diesel,Sabará,1076
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.699,-,-,-,06/02/2020,diesel,Sabará,1077
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.799,3352,CIF,TORRAO,06/02/2020,diesel,Sabará,1077
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,3.969,-,-,-,06/02/2020,diesel,Sabará,1077
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3591,CIF,-,06/02/2020,diesel,Sabará,1077
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.659,3225,CIF,TORRAO,13/02/2020,diesel,Sabará,1078
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.699,-,-,-,13/02/2020,diesel,Sabará,1078
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,3.969,-,-,-,13/02/2020,diesel,Sabará,1078
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3447,CIF,-,13/02/2020,diesel,Sabará,1078
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.659,3225,CIF,TORRAO,20/02/2020,diesel,Sabará,1079
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.699,-,-,-,20/02/2020,diesel,Sabará,1079
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,3.969,-,-,-,20/02/2020,diesel,Sabará,1079
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3447,CIF,-,20/02/2020,diesel,Sabará,1079
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.659,3225,CIF,TORRAO,24/02/2020,diesel,Sabará,1080
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.699,-,-,-,24/02/2020,diesel,Sabará,1080
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3457,CIF,-,24/02/2020,diesel,Sabará,1080
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.659,3225,CIF,TORRAO,02/03/2020,diesel,Sabará,1081
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.699,-,-,-,02/03/2020,diesel,Sabará,1081
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.9989999999999997,3457,CIF,-,02/03/2020,diesel,Sabará,1081
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.749,4286,CIF,TDC DISTRIBUIDORA,30/12/2019,gasolina,Nova Lima,1072
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,03/01/2020,gasolina,Nova Lima,1072
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.859,-,-,-,30/12/2019,gasolina,Nova Lima,1072
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.888999999999999,-,-,-,30/12/2019,gasolina,Nova Lima,1072
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.899,-,-,-,30/12/2019,gasolina,Nova Lima,1072
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.998,4448,CIF,-,30/12/2019,gasolina,Nova Lima,1072
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,30/12/2019,gasolina,Nova Lima,1072
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.749,4286,CIF,TDC DISTRIBUIDORA,06/01/2020,gasolina,Nova Lima,1073
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,09/01/2020,gasolina,Nova Lima,1073
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.859,-,-,-,06/01/2020,gasolina,Nova Lima,1073
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.888999999999999,-,-,-,06/01/2020,gasolina,Nova Lima,1073
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.949,-,-,-,06/01/2020,gasolina,Nova Lima,1073
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.998,4448,CIF,-,06/01/2020,gasolina,Nova Lima,1073
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,06/01/2020,gasolina,Nova Lima,1073
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,4336,CIF,TDC DISTRIBUIDORA,14/01/2020,gasolina,Nova Lima,1074
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,14/01/2020,gasolina,Nova Lima,1074
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.859,-,-,-,14/01/2020,gasolina,Nova Lima,1074
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.888999999999999,-,-,-,14/01/2020,gasolina,Nova Lima,1074
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.949,4467,CIF,-,14/01/2020,gasolina,Nova Lima,1074
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.998,4471,CIF,-,14/01/2020,gasolina,Nova Lima,1074
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,14/01/2020,gasolina,Nova Lima,1074
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,4336,CIF,TDC DISTRIBUIDORA,21/01/2020,gasolina,Nova Lima,1075
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,21/01/2020,gasolina,Nova Lima,1075
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.859,-,-,-,21/01/2020,gasolina,Nova Lima,1075
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.888999999999999,-,-,-,21/01/2020,gasolina,Nova Lima,1075
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.949,4467,CIF,-,21/01/2020,gasolina,Nova Lima,1075
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.998,4451,CIF,-,21/01/2020,gasolina,Nova Lima,1075
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,21/01/2020,gasolina,Nova Lima,1075
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,-,-,-,29/01/2020,gasolina,Nova Lima,1076
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,29/01/2020,gasolina,Nova Lima,1076
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.888999999999999,-,-,-,29/01/2020,gasolina,Nova Lima,1076
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.899,4444,CIF,-,29/01/2020,gasolina,Nova Lima,1076
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,29/01/2020,gasolina,Nova Lima,1076
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.998,4441,CIF,-,29/01/2020,gasolina,Nova Lima,1076
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,29/01/2020,gasolina,Nova Lima,1076
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,-,-,-,05/02/2020,gasolina,Nova Lima,1077
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,05/02/2020,gasolina,Nova Lima,1077
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.888999999999999,-,-,-,05/02/2020,gasolina,Nova Lima,1077
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.899,4444,CIF,-,05/02/2020,gasolina,Nova Lima,1077
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,05/02/2020,gasolina,Nova Lima,1077
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.998,4441,CIF,-,05/02/2020,gasolina,Nova Lima,1077
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,05/02/2020,gasolina,Nova Lima,1077
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.797,-,-,-,12/02/2020,gasolina,Nova Lima,1078
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,-,-,-,12/02/2020,gasolina,Nova Lima,1078
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.857,-,-,-,12/02/2020,gasolina,Nova Lima,1078
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,12/02/2020,gasolina,Nova Lima,1078
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.899,4375,CIF,-,12/02/2020,gasolina,Nova Lima,1078
