data_inicial,data_final,preco_medio_revenda,desvio_padrao_revenda,preco_minimo_revenda,preco_maximo_revenda,regiao,estado,abrangencia
2011-08-28,2011-09-03,2.745,0.147,2.249,3.67,,,nacional
2011-09-04,2011-09-10,2.745,0.149,2.299,3.67,,,nacional
2011-09-11,2011-09-17,2.747,0.15,2.289,3.69,,,nacional
2011-09-18,2011-09-24,2.744,0.155,2.229,3.69,,,nacional
2011-09-25,2011-10-01,2.733,0.157,2.239,3.69,,,nacional
2011-10-02,2011-10-08,2.755,0.15,2.259,3.69,,,nacional
2011-10-09,2011-10-15,2.751,0.15,2.315,3.599,,,nacional
2011-10-16,2011-10-22,2.749,0.152,2.32,3.69,,,nacional
2011-10-23,2011-10-29,2.745,0.156,2.209,3.719,,,nacional
2011-10-30,2011-11-05,2.744,0.158,2.28,3.719,,,nacional
2011-11-06,2011-11-12,2.745,0.156,2.279,3.719,,,nacional
2011-11-13,2011-11-19,2.741,0.155,2.279,3.719,,,nacional
2011-11-20,2011-11-26,2.75,0.15,2.279,3.679,,,nacional
2011-11-27,2011-12-03,2.751,0.147,2.279,3.679,,,nacional
2011-12-04,2011-12-10,2.749,0.148,2.279,3.679,,,nacional
2011-12-11,2011-12-17,2.752,0.149,2.32,3.679,,,nacional
2011-12-18,2011-12-24,2.746,0.148,2.32,3.499,,,nacional
2011-12-25,2011-12-31,2.754,0.147,2.32,3.499,,,nacional
2012-01-01,2012-01-07,2.75,0.149,2.32,3.599,,,nacional
2012-01-08,2012-01-14,2.749,0.148,2.32,3.599,,,nacional
2012-01-15,2012-01-21,2.742,0.151,2.34,3.599,,,nacional
2012-01-22,2012-01-28,2.735,0.154,2.297,3.599,,,nacional
2012-01-29,2012-02-04,2.736,0.155,2.259,3.599,,,nacional
2012-02-05,2012-02-11,2.736,0.153,2.359,3.599,,,nacional
2012-02-12,2012-02-18,2.731,0.156,2.349,3.69,,,nacional
2012-02-19,2012-02-25,2.735,0.154,2.349,3.69,,,nacional
2012-02-26,2012-03-03,2.733,0.153,2.29,3.69,,,nacional
2012-03-04,2012-03-10,2.741,0.15,2.259,3.69,,,nacional
2012-03-11,2012-03-17,2.743,0.149,2.309,3.69,,,nacional
2012-03-18,2012-03-24,2.739,0.15,2.309,3.69,,,nacional
2012-03-25,2012-03-31,2.741,0.15,2.299,3.69,,,nacional
2012-04-01,2012-04-07,2.741,0.15,2.299,3.69,,,nacional
2012-04-08,2012-04-14,2.742,0.15,2.289,3.69,,,nacional
2012-04-15,2012-04-21,2.744,0.15,2.259,3.69,,,nacional
2012-04-22,2012-04-28,2.741,0.151,2.285,3.69,,,nacional
2012-04-29,2012-05-05,2.738,0.152,2.249,3.69,,,nacional
2012-05-06,2012-05-12,2.735,0.153,2.249,3.69,,,nacional
2012-05-13,2012-05-19,2.741,0.153,2.199,3.69,,,nacional
2012-05-20,2012-05-26,2.733,0.155,2.199,3.719,,,nacional
2012-05-27,2012-06-02,2.735,0.153,2.199,3.719,,,nacional
2012-06-03,2012-06-09,2.732,0.154,2.199,3.71,,,nacional
2012-06-10,2012-06-16,2.734,0.154,2.199,3.719,,,nacional
2012-06-17,2012-06-23,2.73,0.158,2.199,3.71,,,nacional
2012-06-24,2012-06-30,2.727,0.158,2.199,3.71,,,nacional
2012-07-01,2012-07-07,2.726,0.158,2.199,3.71,,,nacional
2012-07-08,2012-07-14,2.729,0.157,2.199,3.71,,,nacional
2012-07-15,2012-07-21,2.732,0.158,2.199,3.73,,,nacional
2012-07-22,2012-07-28,2.728,0.16,2.199,3.739,,,nacional
2012-07-29,2012-08-04,2.723,0.162,2.199,3.73,,,nacional
2012-08-05,2012-08-11,2.726,0.16,2.249,3.739,,,nacional
2012-08-12,2012-08-18,2.728,0.161,2.249,3.739,,,nacional
2012-08-19,2012-08-25,2.724,0.161,2.249,3.739,,,nacional
2012-08-26,2012-09-01,2.723,0.162,2.249,3.739,,,nacional
2012-09-02,2012-09-08,2.724,0.163,2.249,3.739,,,nacional
2012-09-09,2012-09-15,2.72,0.162,2.249,3.769,,,nacional
2012-09-16,2012-09-22,2.726,0.16,2.279,3.769,,,nacional
2012-09-23,2012-09-29,2.725,0.16,2.279,3.769,,,nacional
2012-09-30,2012-10-06,2.72,0.16,2.189,3.769,,,nacional
2012-10-07,2012-10-13,2.73,0.157,2.189,3.799,,,nacional
2012-10-14,2012-10-20,2.734,0.156,2.189,3.799,,,nacional
2012-10-21,2012-10-27,2.732,0.157,2.249,3.799,,,nacional
2012-10-28,2012-11-03,2.738,0.154,2.249,3.799,,,nacional
2012-11-04,2012-11-10,2.746,0.152,2.249,3.799,,,nacional
2012-11-11,2012-11-17,2.745,0.151,2.249,3.799,,,nacional
2012-11-18,2012-11-24,2.746,0.151,2.249,3.799,,,nacional
2012-11-25,2012-12-01,2.748,0.15,2.229,3.799,,,nacional
2012-12-02,2012-12-08,2.75,0.149,2.279,3.799,,,nacional
2012-12-09,2012-12-15,2.751,0.148,2.269,3.799,,,nacional
2012-12-16,2012-12-22,2.756,0.147,2.269,3.599,,,nacional
2012-12-23,2012-12-29,2.756,0.147,2.269,3.799,,,nacional
2004-05-09,2004-05-15,2.133,0.145,1.85,2.54,CENTRO OESTE,,regional
2004-05-09,2004-05-15,2.046,0.096,1.69,2.4,NORDESTE,,regional
2004-05-09,2004-05-15,2.194,0.174,1.75,2.85,NORTE,,regional
2004-05-09,2004-05-15,1.986,0.115,1.57,2.599,SUDESTE,,regional
2004-05-09,2004-05-15,2.057,0.115,1.77,2.5,SUL,,regional
2004-05-16,2004-05-22,2.13,0.144,1.84,2.56,CENTRO OESTE,,regional
2004-05-16,2004-05-22,2.043,0.106,1.69,2.4,NORDESTE,,regional
2004-05-16,2004-05-22,2.208,0.178,1.75,2.85,NORTE,,regional
2004-05-16,2004-05-22,1.98,0.116,1.54,2.599,SUDESTE,,regional
2004-05-16,2004-05-22,2.055,0.118,1.749,2.5,SUL,,regional
2004-05-23,2004-05-29,2.132,0.145,1.85,2.56,CENTRO OESTE,,regional
2004-05-23,2004-05-29,2.038,0.117,1.65,2.4,NORDESTE,,regional
2004-05-23,2004-05-29,2.212,0.179,1.8,2.85,NORTE,,regional
2004-05-23,2004-05-29,1.984,0.11,1.57,2.599,SUDESTE,,regional
2004-05-23,2004-05-29,2.054,0.125,1.72,2.5,SUL,,regional
2004-05-30,2004-06-05,2.147,0.144,1.73,2.65,CENTRO OESTE,,regional
2004-05-30,2004-06-05,2.037,0.119,1.7,2.4,NORDESTE,,regional
2004-05-30,2004-06-05,2.219,0.177,1.79,2.85,NORTE,,regional
2004-05-30,2004-06-05,1.998,0.108,1.529,2.599,SUDESTE,,regional
2004-05-30,2004-06-05,2.077,0.108,1.78,2.45,SUL,,regional
2004-06-06,2004-06-12,2.148,0.156,1.84,2.64,CENTRO OESTE,,regional
2004-06-06,2004-06-12,2.05,0.093,1.7,2.4,NORDESTE,,regional
2004-06-06,2004-06-12,2.231,0.178,1.84,2.85,NORTE,,regional
2004-06-06,2004-06-12,2.006,0.105,1.58,2.599,SUDESTE,,regional
2004-06-06,2004-06-12,2.082,0.114,1.789,2.5,SUL,,regional
2004-06-13,2004-06-19,2.166,0.17,1.8,2.74,CENTRO OESTE,,regional
2004-06-13,2004-06-19,2.084,0.101,1.7,2.52,NORDESTE,,regional
2004-06-13,2004-06-19,2.251,0.182,1.79,2.85,NORTE,,regional
2004-06-13,2004-06-19,2.032,0.116,1.56,2.599,SUDESTE,,regional
2004-06-13,2004-06-19,2.135,0.127,1.79,2.59,SUL,,regional
2004-06-20,2004-06-26,2.239,0.178,1.91,2.74,CENTRO OESTE,,regional
2004-06-20,2004-06-26,2.177,0.097,1.799,2.61,NORDESTE,,regional
2004-06-20,2004-06-26,2.32,0.155,1.9,2.89,NORTE,,regional
2004-06-20,2004-06-26,2.117,0.105,1.69,2.599,SUDESTE,,regional
2004-06-20,2004-06-26,2.211,0.113,1.899,2.59,SUL,,regional
2004-06-27,2004-07-03,2.238,0.191,1.88,2.74,CENTRO OESTE,,regional
2004-06-27,2004-07-03,2.172,0.103,1.799,2.52,NORDESTE,,regional
2004-06-27,2004-07-03,2.327,0.151,1.89,2.88,NORTE,,regional
2004-06-27,2004-07-03,2.11,0.104,1.68,2.599,SUDESTE,,regional
2004-06-27,2004-07-03,2.196,0.115,1.899,2.6,SUL,,regional
2004-07-04,2004-07-10,2.236,0.209,1.81,2.71,CENTRO OESTE,,regional
2004-07-04,2004-07-10,2.168,0.108,1.799,2.48,NORDESTE,,regional
2004-07-04,2004-07-10,2.334,0.151,1.99,2.88,NORTE,,regional
2004-07-04,2004-07-10,2.11,0.102,1.739,2.599,SUDESTE,,regional
2004-07-04,2004-07-10,2.191,0.12,1.89,2.6,SUL,,regional
2004-07-11,2004-07-17,2.208,0.227,1.78,2.74,CENTRO OESTE,,regional
2004-07-11,2004-07-17,2.169,0.098,1.839,2.62,NORDESTE,,regional
2004-07-11,2004-07-17,2.329,0.155,1.89,2.88,NORTE,,regional
2004-07-11,2004-07-17,2.108,0.102,1.659,2.599,SUDESTE,,regional
2004-07-11,2004-07-17,2.187,0.126,1.848,2.6,SUL,,regional
2004-07-18,2004-07-24,2.203,0.204,1.81,2.74,CENTRO OESTE,,regional
2004-07-18,2004-07-24,2.16,0.118,1.839,2.48,NORDESTE,,regional
2004-07-18,2004-07-24,2.33,0.156,1.99,3.0,NORTE,,regional
2004-07-18,2004-07-24,2.105,0.1,1.739,2.599,SUDESTE,,regional
2004-07-18,2004-07-24,2.185,0.129,1.85,2.6,SUL,,regional
2004-07-25,2004-07-31,2.253,0.177,1.959,2.74,CENTRO OESTE,,regional
2004-07-25,2004-07-31,2.155,0.136,1.81,2.49,NORDESTE,,regional
2004-07-25,2004-07-31,2.336,0.162,1.94,3.0,NORTE,,regional
2004-07-25,2004-07-31,2.104,0.101,1.59,2.599,SUDESTE,,regional
2004-07-25,2004-07-31,2.19,0.11,1.84,2.6,SUL,,regional
2004-08-01,2004-08-07,2.266,0.167,1.9,2.74,CENTRO OESTE,,regional
2004-08-01,2004-08-07,2.16,0.134,1.819,2.49,NORDESTE,,regional
2004-08-01,2004-08-07,2.331,0.159,1.99,3.0,NORTE,,regional
2004-08-01,2004-08-07,2.108,0.103,1.699,2.599,SUDESTE,,regional
2004-08-01,2004-08-07,2.195,0.105,1.86,2.6,SUL,,regional
2004-08-08,2004-08-14,2.274,0.172,1.95,2.78,CENTRO OESTE,,regional
2004-08-08,2004-08-14,2.174,0.102,1.81,2.49,NORDESTE,,regional
2004-08-08,2004-08-14,2.347,0.153,1.94,3.0,NORTE,,regional
2004-08-08,2004-08-14,2.114,0.104,1.74,2.59,SUDESTE,,regional
2004-08-08,2004-08-14,2.218,0.096,1.85,2.55,SUL,,regional
2004-08-15,2004-08-21,2.281,0.181,1.99,2.77,CENTRO OESTE,,regional
2004-08-15,2004-08-21,2.178,0.096,1.83,2.49,NORDESTE,,regional
2004-08-15,2004-08-21,2.357,0.145,1.99,3.0,NORTE,,regional
2004-08-15,2004-08-21,2.118,0.105,1.72,2.599,SUDESTE,,regional
2004-08-15,2004-08-21,2.219,0.096,1.86,2.6,SUL,,regional
2004-08-22,2004-08-28,2.294,0.178,1.9,2.77,CENTRO OESTE,,regional
2004-08-22,2004-08-28,2.176,0.095,1.839,2.49,NORDESTE,,regional
2004-08-22,2004-08-28,2.359,0.143,1.98,3.0,NORTE,,regional
2004-08-22,2004-08-28,2.116,0.106,1.74,2.599,SUDESTE,,regional
2004-08-22,2004-08-28,2.217,0.095,1.89,2.55,SUL,,regional
2004-08-29,2004-09-04,2.294,0.18,1.9,2.78,CENTRO OESTE,,regional
2004-08-29,2004-09-04,2.176,0.098,1.839,2.5,NORDESTE,,regional
2004-08-29,2004-09-04,2.367,0.143,2.05,3.0,NORTE,,regional
2004-08-29,2004-09-04,2.115,0.107,1.69,2.599,SUDESTE,,regional
2004-08-29,2004-09-04,2.207,0.106,1.959,2.55,SUL,,regional
2004-09-05,2004-09-11,2.29,0.186,1.9,2.78,CENTRO OESTE,,regional
2004-09-05,2004-09-11,2.177,0.097,1.829,2.49,NORDESTE,,regional
2004-09-05,2004-09-11,2.367,0.148,1.98,3.0,NORTE,,regional
2004-09-05,2004-09-11,2.125,0.108,1.74,2.599,SUDESTE,,regional
2004-09-05,2004-09-11,2.207,0.106,1.95,2.55,SUL,,regional
2004-09-12,2004-09-18,2.295,0.202,1.91,2.77,CENTRO OESTE,,regional
2004-09-12,2004-09-18,2.174,0.098,1.839,2.49,NORDESTE,,regional
2004-09-12,2004-09-18,2.358,0.143,2.05,3.0,NORTE,,regional
2004-09-12,2004-09-18,2.128,0.109,1.69,2.599,SUDESTE,,regional
2004-09-12,2004-09-18,2.205,0.111,1.94,2.55,SUL,,regional
2004-09-19,2004-09-25,2.291,0.204,1.849,2.78,CENTRO OESTE,,regional
2004-09-19,2004-09-25,2.172,0.103,1.83,2.49,NORDESTE,,regional
2004-09-19,2004-09-25,2.366,0.147,1.98,3.0,NORTE,,regional
2004-09-19,2004-09-25,2.126,0.11,1.69,2.599,SUDESTE,,regional
2004-09-19,2004-09-25,2.204,0.111,1.94,2.55,SUL,,regional
2004-09-26,2004-10-02,2.288,0.177,1.94,2.77,CENTRO OESTE,,regional
2004-09-26,2004-10-02,2.17,0.108,1.82,2.49,NORDESTE,,regional
2004-09-26,2004-10-02,2.365,0.144,2.05,3.0,NORTE,,regional
2004-09-26,2004-10-02,2.126,0.11,1.69,2.599,SUDESTE,,regional
2004-09-26,2004-10-02,2.202,0.116,1.92,2.55,SUL,,regional
2004-10-03,2004-10-09,2.28,0.185,1.899,2.78,CENTRO OESTE,,regional
2004-10-03,2004-10-09,2.174,0.103,1.819,2.49,NORDESTE,,regional
2004-10-03,2004-10-09,2.365,0.146,1.98,3.0,NORTE,,regional
2004-10-03,2004-10-09,2.128,0.11,1.69,2.599,SUDESTE,,regional
2004-10-03,2004-10-09,2.203,0.111,1.91,2.5,SUL,,regional
2004-10-10,2004-10-16,2.273,0.19,1.89,2.81,CENTRO OESTE,,regional
2004-10-10,2004-10-16,2.174,0.103,1.81,2.49,NORDESTE,,regional
2004-10-10,2004-10-16,2.365,0.144,2.05,3.0,NORTE,,regional
2004-10-10,2004-10-16,2.139,0.11,1.699,2.599,SUDESTE,,regional
2004-10-10,2004-10-16,2.212,0.099,1.929,2.61,SUL,,regional
2004-10-17,2004-10-23,2.349,0.189,1.989,2.82,CENTRO OESTE,,regional
2004-10-17,2004-10-23,2.222,0.102,1.89,2.62,NORDESTE,,regional
2004-10-17,2004-10-23,2.412,0.143,2.08,3.1,NORTE,,regional
2004-10-17,2004-10-23,2.19,0.111,1.739,2.69,SUDESTE,,regional
2004-10-17,2004-10-23,2.281,0.103,1.99,2.59,SUL,,regional
2004-10-24,2004-10-30,2.36,0.193,1.97,2.87,CENTRO OESTE,,regional
2004-10-24,2004-10-30,2.231,0.101,1.9,2.75,NORDESTE,,regional
2004-10-24,2004-10-30,2.401,0.129,2.1,2.98,NORTE,,regional
2004-10-24,2004-10-30,2.193,0.106,1.74,2.629,SUDESTE,,regional
2004-10-24,2004-10-30,2.277,0.111,1.989,2.659,SUL,,regional
2004-10-31,2004-11-06,2.263,0.185,1.999,2.87,CENTRO OESTE,,regional
2004-10-31,2004-11-06,2.23,0.1,1.899,2.62,NORDESTE,,regional
2004-10-31,2004-11-06,2.354,0.14,2.08,3.1,NORTE,,regional
2004-10-31,2004-11-06,2.109,0.108,1.709,2.629,SUDESTE,,regional
2004-10-31,2004-11-06,2.243,0.109,1.99,2.59,SUL,,regional
2004-11-07,2004-11-13,2.335,0.152,2.09,2.89,CENTRO OESTE,,regional
2004-11-07,2004-11-13,2.236,0.103,1.899,2.6,NORDESTE,,regional
2004-11-07,2004-11-13,2.364,0.138,2.08,3.1,NORTE,,regional
2004-11-07,2004-11-13,2.127,0.111,1.75,2.629,SUDESTE,,regional
2004-11-07,2004-11-13,2.256,0.109,2.009,2.65,SUL,,regional
2004-11-14,2004-11-20,2.295,0.179,2.049,2.89,CENTRO OESTE,,regional
2004-11-14,2004-11-20,2.245,0.103,1.899,2.6,NORDESTE,,regional
2004-11-14,2004-11-20,2.354,0.142,2.05,3.1,NORTE,,regional
2004-11-14,2004-11-20,2.134,0.109,1.78,2.699,SUDESTE,,regional
2004-11-14,2004-11-20,2.263,0.107,1.99,2.599,SUL,,regional
2004-11-21,2004-11-27,2.309,0.178,1.99,2.85,CENTRO OESTE,,regional
2004-11-21,2004-11-27,2.254,0.106,1.899,2.6,NORDESTE,,regional
2004-11-21,2004-11-27,2.373,0.135,2.05,3.1,NORTE,,regional
2004-11-21,2004-11-27,2.14,0.108,1.78,2.699,SUDESTE,,regional
2004-11-21,2004-11-27,2.269,0.114,1.98,2.61,SUL,,regional
2004-11-28,2004-12-04,2.399,0.182,2.109,3.05,CENTRO OESTE,,regional
2004-11-28,2004-12-04,2.349,0.105,2.03,2.689,NORDESTE,,regional
2004-11-28,2004-12-04,2.469,0.141,2.2,3.1,NORTE,,regional
2004-11-28,2004-12-04,2.218,0.114,1.78,2.749,SUDESTE,,regional
2004-11-28,2004-12-04,2.394,0.114,2.059,2.74,SUL,,regional
2004-12-05,2004-12-11,2.417,0.171,2.17,2.97,CENTRO OESTE,,regional
2004-12-05,2004-12-11,2.369,0.105,1.969,2.67,NORDESTE,,regional
2004-12-05,2004-12-11,2.487,0.131,2.22,3.1,NORTE,,regional
2004-12-05,2004-12-11,2.223,0.106,1.89,2.749,SUDESTE,,regional
2004-12-05,2004-12-11,2.38,0.119,2.06,2.74,SUL,,regional
2004-12-12,2004-12-18,2.401,0.181,2.099,2.97,CENTRO OESTE,,regional
2004-12-12,2004-12-18,2.364,0.107,1.959,2.67,NORDESTE,,regional
2004-12-12,2004-12-18,2.475,0.136,2.22,3.1,NORTE,,regional
2004-12-12,2004-12-18,2.219,0.105,1.89,2.749,SUDESTE,,regional
2004-12-12,2004-12-18,2.369,0.127,2.04,2.74,SUL,,regional
2004-12-19,2004-12-25,2.413,0.17,2.17,2.99,CENTRO OESTE,,regional
2004-12-19,2004-12-25,2.362,0.1,2.089,2.67,NORDESTE,,regional
2004-12-19,2004-12-25,2.483,0.13,2.22,3.1,NORTE,,regional
2004-12-19,2004-12-25,2.227,0.103,1.89,2.749,SUDESTE,,regional
2004-12-19,2004-12-25,2.365,0.13,1.99,2.74,SUL,,regional
2004-12-26,2005-01-01,2.396,0.179,2.099,2.99,CENTRO OESTE,,regional
2004-12-26,2005-01-01,2.358,0.095,2.09,2.699,NORDESTE,,regional
2004-12-26,2005-01-01,2.474,0.136,2.22,3.1,NORTE,,regional
2004-12-26,2005-01-01,2.224,0.104,1.89,2.749,SUDESTE,,regional
2004-12-26,2005-01-01,2.373,0.12,2.05,2.74,SUL,,regional
2005-01-02,2005-01-08,2.401,0.176,2.13,2.99,CENTRO OESTE,,regional
2005-01-02,2005-01-08,2.354,0.097,2.1,2.699,NORDESTE,,regional
2005-01-02,2005-01-08,2.479,0.133,2.19,3.22,NORTE,,regional
2005-01-02,2005-01-08,2.226,0.104,1.87,2.749,SUDESTE,,regional
2005-01-02,2005-01-08,2.366,0.127,1.999,2.74,SUL,,regional
2005-01-09,2005-01-15,2.39,0.183,2.08,2.97,CENTRO OESTE,,regional
2005-01-09,2005-01-15,2.356,0.1,2.09,2.699,NORDESTE,,regional
2005-01-09,2005-01-15,2.469,0.139,2.19,3.1,NORTE,,regional
2005-01-09,2005-01-15,2.221,0.106,1.89,2.749,SUDESTE,,regional
2005-01-09,2005-01-15,2.362,0.129,1.999,2.74,SUL,,regional
2005-01-16,2005-01-22,2.384,0.199,2.06,2.98,CENTRO OESTE,,regional
2005-01-16,2005-01-22,2.35,0.107,1.99,2.699,NORDESTE,,regional
2005-01-16,2005-01-22,2.472,0.135,2.15,3.1,NORTE,,regional
2005-01-16,2005-01-22,2.222,0.106,1.89,2.749,SUDESTE,,regional
2005-01-16,2005-01-22,2.358,0.133,1.999,2.74,SUL,,regional
2005-01-23,2005-01-29,2.392,0.194,2.05,2.98,CENTRO OESTE,,regional
2005-01-23,2005-01-29,2.341,0.107,1.96,2.699,NORDESTE,,regional
2005-01-23,2005-01-29,2.46,0.139,2.14,3.1,NORTE,,regional
2005-01-23,2005-01-29,2.217,0.107,1.89,2.749,SUDESTE,,regional
2005-01-23,2005-01-29,2.355,0.133,1.979,2.74,SUL,,regional
2005-01-30,2005-02-05,2.422,0.167,2.19,2.98,CENTRO OESTE,,regional
2005-01-30,2005-02-05,2.324,0.115,2.02,2.65,NORDESTE,,regional
2005-01-30,2005-02-05,2.468,0.135,2.14,3.1,NORTE,,regional
2005-01-30,2005-02-05,2.219,0.106,1.89,2.749,SUDESTE,,regional
2005-01-30,2005-02-05,2.349,0.139,1.979,2.74,SUL,,regional
2005-02-06,2005-02-12,2.413,0.174,2.149,3.0,CENTRO OESTE,,regional
2005-02-06,2005-02-12,2.32,0.117,2.05,2.65,NORDESTE,,regional
2005-02-06,2005-02-12,2.457,0.145,2.14,3.17,NORTE,,regional
2005-02-06,2005-02-12,2.217,0.105,1.92,2.749,SUDESTE,,regional
2005-02-06,2005-02-12,2.345,0.144,1.97,2.74,SUL,,regional
2005-02-13,2005-02-19,2.394,0.18,2.17,3.0,CENTRO OESTE,,regional
2005-02-13,2005-02-19,2.302,0.127,2.04,2.65,NORDESTE,,regional
2005-02-13,2005-02-19,2.476,0.134,2.19,3.22,NORTE,,regional
2005-02-13,2005-02-19,2.219,0.104,1.949,2.72,SUDESTE,,regional
2005-02-13,2005-02-19,2.34,0.149,1.959,2.74,SUL,,regional
2005-02-20,2005-02-26,2.407,0.173,2.14,3.0,CENTRO OESTE,,regional
2005-02-20,2005-02-26,2.304,0.131,2.029,2.65,NORDESTE,,regional
2005-02-20,2005-02-26,2.465,0.134,2.17,3.22,NORTE,,regional
2005-02-20,2005-02-26,2.215,0.105,1.92,2.749,SUDESTE,,regional
2005-02-20,2005-02-26,2.335,0.144,1.957,2.74,SUL,,regional
2005-02-27,2005-03-05,2.369,0.201,2.049,3.0,CENTRO OESTE,,regional
2005-02-27,2005-03-05,2.343,0.111,2.06,2.65,NORDESTE,,regional
2005-02-27,2005-03-05,2.472,0.138,2.06,3.22,NORTE,,regional
2005-02-27,2005-03-05,2.214,0.106,1.949,2.72,SUDESTE,,regional
2005-02-27,2005-03-05,2.348,0.125,1.999,2.76,SUL,,regional
2005-03-06,2005-03-12,2.381,0.187,2.03,3.0,CENTRO OESTE,,regional
2005-03-06,2005-03-12,2.327,0.12,1.999,2.65,NORDESTE,,regional
2005-03-06,2005-03-12,2.462,0.137,2.15,3.22,NORTE,,regional
2005-03-06,2005-03-12,2.216,0.108,1.94,2.749,SUDESTE,,regional
2005-03-06,2005-03-12,2.363,0.108,2.059,2.68,SUL,,regional
2005-03-13,2005-03-19,2.406,0.153,2.13,2.97,CENTRO OESTE,,regional
2005-03-13,2005-03-19,2.305,0.14,1.98,2.69,NORDESTE,,regional
2005-03-13,2005-03-19,2.475,0.128,2.19,3.2,NORTE,,regional
2005-03-13,2005-03-19,2.217,0.107,1.949,2.749,SUDESTE,,regional
2005-03-13,2005-03-19,2.359,0.109,2.07,2.68,SUL,,regional
2005-03-20,2005-03-26,2.385,0.171,2.08,2.97,CENTRO OESTE,,regional
2005-03-20,2005-03-26,2.334,0.114,1.999,2.65,NORDESTE,,regional
2005-03-20,2005-03-26,2.461,0.134,2.17,3.2,NORTE,,regional
2005-03-20,2005-03-26,2.22,0.104,1.94,2.749,SUDESTE,,regional
2005-03-20,2005-03-26,2.37,0.105,2.049,2.68,SUL,,regional
2005-03-27,2005-04-02,2.385,0.17,2.04,2.97,CENTRO OESTE,,regional
2005-03-27,2005-04-02,2.322,0.118,1.99,2.65,NORDESTE,,regional
2005-03-27,2005-04-02,2.468,0.135,2.06,3.2,NORTE,,regional
2005-03-27,2005-04-02,2.222,0.104,1.949,2.749,SUDESTE,,regional
2005-03-27,2005-04-02,2.368,0.105,2.04,2.68,SUL,,regional
2005-04-03,2005-04-09,2.393,0.174,1.949,2.97,CENTRO OESTE,,regional
2005-04-03,2005-04-09,2.319,0.124,1.99,2.65,NORDESTE,,regional
2005-04-03,2005-04-09,2.46,0.135,2.17,3.2,NORTE,,regional
2005-04-03,2005-04-09,2.218,0.105,1.94,2.749,SUDESTE,,regional
2005-04-03,2005-04-09,2.438,0.154,2.1,2.85,SUL,,regional
2005-04-10,2005-04-16,2.385,0.194,1.939,2.97,CENTRO OESTE,,regional
2005-04-10,2005-04-16,2.328,0.114,1.99,2.68,NORDESTE,,regional
2005-04-10,2005-04-16,2.474,0.127,2.19,3.2,NORTE,,regional
2005-04-10,2005-04-16,2.219,0.105,1.94,2.749,SUDESTE,,regional
2005-04-10,2005-04-16,2.417,0.164,2.09,2.844,SUL,,regional
2005-04-17,2005-04-23,2.396,0.17,1.929,2.97,CENTRO OESTE,,regional
2005-04-17,2005-04-23,2.324,0.113,1.99,2.65,NORDESTE,,regional
2005-04-17,2005-04-23,2.462,0.135,2.18,3.2,NORTE,,regional
2005-04-17,2005-04-23,2.216,0.105,1.94,2.749,SUDESTE,,regional
2005-04-17,2005-04-23,2.415,0.16,2.12,2.812,SUL,,regional
2005-04-24,2005-04-30,2.396,0.166,2.099,2.97,CENTRO OESTE,,regional
2005-04-24,2005-04-30,2.319,0.119,1.99,2.65,NORDESTE,,regional
2005-04-24,2005-04-30,2.467,0.134,2.18,3.2,NORTE,,regional
2005-04-24,2005-04-30,2.216,0.105,1.929,2.749,SUDESTE,,regional
2005-04-24,2005-04-30,2.406,0.155,2.12,2.812,SUL,,regional
2005-05-01,2005-05-07,2.372,0.183,2.12,2.97,CENTRO OESTE,,regional
2005-05-01,2005-05-07,2.311,0.123,1.99,2.65,NORDESTE,,regional
2005-05-01,2005-05-07,2.454,0.146,2.15,3.2,NORTE,,regional
2005-05-01,2005-05-07,2.215,0.104,1.929,2.749,SUDESTE,,regional
2005-05-01,2005-05-07,2.405,0.147,2.12,2.817,SUL,,regional
2005-05-08,2005-05-14,2.353,0.205,1.979,2.97,CENTRO OESTE,,regional
2005-05-08,2005-05-14,2.346,0.117,1.99,2.65,NORDESTE,,regional
2005-05-08,2005-05-14,2.463,0.143,2.18,3.2,NORTE,,regional
2005-05-08,2005-05-14,2.21,0.106,1.909,2.749,SUDESTE,,regional
2005-05-08,2005-05-14,2.402,0.144,2.12,2.817,SUL,,regional
2005-05-15,2005-05-21,2.324,0.228,1.87,2.97,CENTRO OESTE,,regional
2005-05-15,2005-05-21,2.341,0.123,1.99,2.65,NORDESTE,,regional
2005-05-15,2005-05-21,2.464,0.14,2.15,3.2,NORTE,,regional
2005-05-15,2005-05-21,2.202,0.108,1.919,2.749,SUDESTE,,regional
2005-05-15,2005-05-21,2.381,0.153,1.99,2.817,SUL,,regional
2005-05-22,2005-05-28,2.379,0.175,2.03,2.979,CENTRO OESTE,,regional
2005-05-22,2005-05-28,2.307,0.14,1.98,2.65,NORDESTE,,regional
2005-05-22,2005-05-28,2.47,0.14,2.15,3.2,NORTE,,regional
2005-05-22,2005-05-28,2.192,0.113,1.845,2.749,SUDESTE,,regional
2005-05-22,2005-05-28,2.356,0.167,1.949,2.817,SUL,,regional
2005-05-29,2005-06-04,2.334,0.204,1.99,2.97,CENTRO OESTE,,regional
2005-05-29,2005-06-04,2.334,0.116,1.95,2.65,NORDESTE,,regional
2005-05-29,2005-06-04,2.458,0.147,2.14,3.2,NORTE,,regional
2005-05-29,2005-06-04,2.185,0.114,1.847,2.749,SUDESTE,,regional
2005-05-29,2005-06-04,2.374,0.178,1.93,2.812,SUL,,regional
2005-06-05,2005-06-11,2.325,0.216,1.97,2.97,CENTRO OESTE,,regional
